0.163
0.789
1.393
1.997
2.601
3.204
3.785
4.389
5.016
5.596
6.200
6.803
7.407
8.011
8.615
9.218
9.822
10.426
11.006
11.633
12.237
12.817
13.421
14.025
14.629
15.232
15.836
16.440
17.043
17.647
18.228
18.831
19.435
20.062
20.643
21.269
21.873
22.477
23.057
23.661
24.265
24.869
25.449
26.076
26.657
27.260
27.864
28.468
29.071
29.675
30.279
30.859
31.486
32.090
32.694
33.297
33.901
34.505
35.085
35.689
36.293
36.897
37.500
38.104
38.684
39.311
39.892
40.519
41.123
41.726
42.307
42.910
43.514
44.118
44.722
45.325
45.929
46.533
47.137
47.717
48.344
48.924
49.528
50.132
50.736
51.339
51.943
52.547
53.150
53.754
54.335
54.938
55.542
56.146
56.750
57.353
57.957
58.561
59.141
59.745
60.349
60.952
61.556
62.160
62.764
63.367
63.971
64.575
65.178
65.782
66.386
66.966
67.570
68.174
68.778
69.381
69.985
70.565
71.169
71.796
72.377
72.980
73.584
74.188
74.791
75.395
75.999
76.603
77.206
77.810
78.414
79.018
79.621
80.225
80.805
81.409
82.013
82.617
83.220
83.824
84.428
85.031
85.635
86.239
86.843
87.423
88.027
88.631
89.234
89.838
90.442
91.045
91.649
92.253
92.833
93.437
94.041
94.645
95.248
95.852
96.456
97.059
97.640
98.267
98.871
99.474
100.055
100.659
101.285
101.866
102.446
103.073
103.677
104.281
104.885
105.465
106.069
106.696
107.276
107.880
108.484
109.087
109.691
110.295
110.899
111.502
112.106
112.710
113.290
113.894
114.498
115.101
115.705
116.332
116.912
117.516
118.120
118.724
119.304
